Indicator,Group,State,Subgroup,Phase,"Time Period","Time Period Label","Time Period Start Date","Time Period End Date",Value,LowCI,HighCI,"Confidence Interval","Quartile range","Quartile number","Suppression Flag"
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,16.8,15.1,18.7,"15.1 - 18.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,17,15.7,18.5,"15.7 - 18.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,16.7,15.4,18,"15.4 - 18.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,16.3,15,17.8,"15.0 - 17.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,11.2,10.1,12.3,"10.1 - 12.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,7.2,6.2,8.4,"6.2 - 8.4",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,8.8,6.1,12.1,"6.1 - 12.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Male,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,10.9,10.2,11.7,"10.2 - 11.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Female,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,18,17.3,18.8,"17.3 - 18.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,10.9,10.2,11.7,"10.2 - 11.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,17.9,17.2,18.7,"17.2 - 18.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,19.4,12.1,28.7,"12.1 - 28.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,14.5,11.8,17.7,"11.8 - 17.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,13.9,13.3,14.4,"13.3 - 14.4",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,22.4,19.3,25.8,"19.3 - 25.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,18.1,16.1,20.2,"16.1 - 20.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,14,13.4,14.6,"13.4 - 14.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,13.1,11.4,14.9,"11.4 - 14.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,9.1,7.3,11.1,"7.3 - 11.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,19.7,17.1,22.5,"17.1 - 22.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,15.6,12.2,19.5,"12.2 - 19.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,14.1,13,15.2,"13.0 - 15.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,16.8,16.1,17.6,"16.1 - 17.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,12.7,12.1,13.2,"12.1 - 13.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,22.9,21.2,24.6,"21.2 - 24.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,12.8,12.2,13.4,"12.2 - 13.4",,,
"Ever experienced long COVID, as a percentage of all adults","By State","New York","New York",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,12.8,9.7,16.5,"9.7 - 16.5",7.7-13.4,1,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","National Estimate","United States","United States",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,29.1,28.2,30.1,"28.2 - 30.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","18 - 29 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,29.4,26.7,32.2,"26.7 - 32.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","30 - 39 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,29.4,27.4,31.4,"27.4 - 31.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","40 - 49 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,29.6,27.3,32,"27.3 - 32.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","50 - 59 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,33.1,30.9,35.4,"30.9 - 35.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","60 - 69 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,26.9,24.6,29.3,"24.6 - 29.3",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","70 - 79 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,21.6,18.4,25,"18.4 - 25.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","80 years and above",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,27.1,19.7,35.6,"19.7 - 35.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Male,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,22.8,21.5,24.1,"21.5 - 24.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Female,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,34.8,33.5,36.1,"33.5 - 36.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender male",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,22.5,21.2,23.9,"21.2 - 23.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender female",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,34.2,32.9,35.5,"32.9 - 35.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States","Gay or lesbian",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,27.1,22.1,32.5,"22.1 - 32.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Straight,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,28,27,29,"27.0 - 29.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Bisexual,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,39.6,35.3,44,"35.3 - 44.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,33.6,30,37.3,"30.0 - 37.3",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,27.8,26.7,28.9,"26.7 - 28.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,30.6,26.9,34.6,"26.9 - 34.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,18.5,14.9,22.7,"14.9 - 22.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,38.5,34,43.2,"34.0 - 43.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Less than a high school diploma",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,38.9,31.4,46.8,"31.4 - 46.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","High school diploma or GED",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,30,28,32,"28.0 - 32.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Some college/Associate's degree",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,32.3,31,33.6,"31.0 - 33.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Bachelor's degree or higher",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,23.6,22.7,24.6,"22.7 - 24.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","With disability",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,46.3,43.3,49.4,"43.3 - 49.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","Without disability",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,25.5,24.5,26.6,"24.5 - 26.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By State","New York","New York",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,23.7,18.4,29.8,"18.4 - 29.8",16.2-27.0,1,
"Currently experiencing long COVID, as a percentage of all adults","National Estimate","United States","United States",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.8,6.4,7.2,"6.4 - 7.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.4,5.4,7.6,"5.4 - 7.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,7.5,6.5,8.6,"6.5 - 8.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,7.6,6.9,8.4,"6.9 - 8.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,8,7.1,8.9,"7.1 - 8.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.3,5.5,7.2,"5.5 - 7.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,3.6,3,4.2,"3.0 - 4.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.2,4.1,9,"4.1 - 9.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Male,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,4.5,4,4.9,"4.0 - 4.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Female,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,9,8.4,9.6,"8.4 - 9.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,4.4,3.9,4.8,"3.9 - 4.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,8.8,8.3,9.4,"8.3 - 9.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,16.8,9.8,26.2,"9.8 - 26.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,7.2,5.4,9.4,"5.4 - 9.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.2,5.9,6.5,"5.9 - 6.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,11.8,9.4,14.7,"9.4 - 14.7",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.8,5.7,8.1,"5.7 - 8.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,7.1,6.7,7.5,"6.7 - 7.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,4.9,3.9,6,"3.9 - 6.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,3.4,2.6,4.3,"2.6 - 4.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,10.9,8.9,13.1,"8.9 - 13.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,5.4,3.6,7.8,"3.6 - 7.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6,5.3,6.8,"5.3 - 6.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,8.5,7.9,9,"7.9 - 9.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,6.2,5.8,6.6,"5.8 - 6.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,13.8,12.5,15.2,"12.5 - 15.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,5.6,5.2,6,"5.2 - 6.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By State","New York","New York",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,4.9,3.5,6.6,"3.5 - 6.6",3.4-6.4,1,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","National Estimate","United States","United States",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,13.5,12.8,14.3,"12.8 - 14.3",,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By Age","United States","18 - 29 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,11.3,9.6,13.1,"9.6 - 13.1",,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By Age","United States","30 - 39 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,12.9,11.3,14.7,"11.3 - 14.7",,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By Age","United States","40 - 49 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,13.5,12.3,14.9,"12.3 - 14.9",,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By Age","United States","50 - 59 years",3.6,51,"Nov 2 - Nov 14, 2022",11/2/2022,11/14/2022,16.1,14.5,17.8,"14.5 - 17.8",,,
